recipient_location_id,name,active,recipient_id,address_id,category,textsearch,v1_id,phone,rec_name,created_at,updated_at,o_textsearch,line1,line2,city,state,census_tract_num,census_match,Updated Address?,Census/Address Match Type,Census State #,Census County#,Census Block#,,zip,geolocation,created_at_1,updated_at_1,textsearch_1,active_1,latitude,longitude,neighborhood,override,organization_size,clients,client_zipcode,links,comments,zip_poverty_rate,zip_median_income,zip_food_access,zip_food_access_rounded,1-low 2-ex. low,census_low_access,census_extremely_low_access,census_income,census_poverty_rate,urban_census_tract
319,,t,208,591,,,146,,Valley View Presbyterian,17:15.3,17:15.3,presbyterian':3A 'valley':1A 'view':2A,601 N Aiken Ave,,Pittsburgh,PA,100500,Tie,,,42,3,,,15206,0101000020E6100000B6847CD0B3FB53C0F146E6913F3C4440,17:15.4,40:36.9,,t,40.4707,-79.9329,Stanton Heights,f,375,Stanton Heights Garfield,15206,https://www.facebook.com/pg/ValleyView412/about/?ref=page_internal,,20.2,38646,1.19333944,1,,1,0,46645,31.3,1
378,Commons at North Aiken,t,154,4991,0,,,1.41E+10,Presbyterian Senior Care,17:14.7,17:14.7,care':3A 'presbyterian':1A 'senior':2A,5330 North Aiken Court,,Pittsburgh,PA,100500,No_Match,,,42,3,,,15224,0101000020E61000003771CD78B6FB53C0641D33F55F3C4440,20:55.1,20:55.1,,t,40.4717,-79.933,Stanton Heights,f,,Pittsburgh,15224,https://www.srcare.org/,,22.3,42255,1.01005951,1,,1,0,46645,31.3,1
3,Penns Corner,t,2,275,,,284,,412 Food Rescue,17:12.3,17:12.3,412':1A 'food':2A 'rescu':3A,150 54th St,,Pittsburgh,PA,101100,Match,,Exact,42,3,2010,,15201,0101000020E610000069006F8104FD53C06FBBD05CA73D4440,17:12.3,37:49.7,,t,40.4817,-79.9534,Lawrenceville,f,,Allegheny County,15201,,,13.4,51201,0.61441231,1,,0,0,48413,24.4,1
86,Lawrenceville,t,40,358,,,53,,CHP Family Care Connection,17:13.2,17:13.2,care':3A 'chp':1A 'connect':4A 'famili':2A,5235 Butler St,,Pittsburgh,PA,101100,Match,,Exact,42,3,2009,,15201,0101000020E610000009E1D1C611FD53C028D53E1D8F3D4440,17:13.2,38:34.2,,t,40.4809,-79.9542,Lawrenceville,f,180,Lawrenceville,15201,http://www.chp.edu/locations/dms-chp-fccc-lawrenceville,,13.4,51201,1.40613721,1,,0,0,48413,24.4,1
178,,t,105,450,,,90,,Lawrenceville United,17:14.1,17:14.1,lawrencevill':1A 'unit':2A,118 52nd Street,Suite 2026,Pittsburgh,PA,101100,No_Match,,,42,3,,,15201,0101000020E61000002041A72D35FD53C0FAF9AB00793D4440,17:14.1,00:36.2,,t,40.4803,-79.9564,Lawrenceville,t,,Lawrenceville,15201,http://www.lunited.org/about/,,13.4,51201,0.61441231,1,,0,0,48413,24.4,1
230,Lawrenceville,t,142,502,,,301,,Penn's Corner,17:14.6,17:14.6,corner':3A 'penn':1A,150 54th Street,,Pittsburgh,PA,101100,Match,,Exact,42,3,2010,,15201,0101000020E610000069006F8104FD53C06FBBD05CA73D4440,17:14.6,39:49.6,,t,40.4817,-79.9534,Lawrenceville,f,,Pittsburgh,15201,http://www.pennscorner.com/description,,13.4,51201,0.61441231,1,,0,0,48413,24.4,1
231,,t,143,503,,,159,,Persad Center,17:14.6,17:14.6,center':2A 'persad':1A,5301 Butler St #100,,Pittsburgh,PA,101100,Match,,Exact,42,3,2010,,15201,0101000020E6100000BB387F2705FD53C0A8D4863EC23D4440,17:14.6,39:50.0,,t,40.4805,-79.9537,Lawrenceville,t,,"Pittsburgh, Washington",15201,https://persadcenter.org/about,,13.4,51201,0.61441231,1,,0,0,48413,24.4,1
213,,t,127,485,,,107,,Morningside Cogic Food Pantry,17:14.4,17:14.4,cogic':2A 'food':3A 'morningsid':1A 'pantri':4A,5173 Dearborn St,,Pittsburgh,PA,101700,Match,,Exact,42,3,1017,,15224,0101000020E6100000CA32C4B12EFC53C0F2B0506B9A3B4440,17:14.4,39:40.7,,t,40.4656,-79.9404,Garfield,f,50,Garfield,15224,https://www.yelp.com/biz/morningside-church-of-god-in-christ-pittsburgh,,22.3,42255,0.13114286,0,,0,0,36250,24.5,1
295,,t,184,567,,,177,,St. Maria Goretti,17:15.1,17:15.1,goretti':3A 'maria':2A 'st':1A,5323 penn ave,,Pittsburgh,PA,101700,No_Match,,,42,3,,,15224,0101000020E6100000E04A766C04FC53C09D6340F67A3B4440,17:15.1,40:23.6,,t,40.4647,-79.9378,Garfield,f,,Bloomfield Lawrenceville Garfield,15224,http://www.stmariagorettipgh.org/about/,,22.3,42255,0.13114286,0,,0,0,36250,24.5,1
402,,t,265,5407,,,,1.41E+10,Garfield Jubilee Association,14:37.4,14:37.4,associ':3A 'garfield':1A 'jubile':2A,5323 Penn Ave.,,Pittsburgh,PA,101700,No_Match,,,42,3,,,15224,0101000020E61000003B91BB630CFC53C012DE1E84803B4440,15:26.1,15:26.1,,t,40.4649,-79.9383,Garfield,f,,Garfield,15224,http://www.garfieldjubilee.org/,,22.3,42255,0.56224871,1,,0,0,36250,24.5,1
313,,t,202,585,,,145,,Union Project,17:15.3,17:15.3,project':2A 'union':1A,801 N Negley Ave,,Pittsburgh,PA,110200,Tie,,,42,3,,,15206,0101000020E61000007A19C5724BFB53C071AC8BDB683C4440,17:15.3,40:33.2,,t,40.472,-79.9265,Highland Park,f,,Highland Park,15206,https://unionproject.org/whatsup,,9.2,66985,1.19333944,1,,1,1,56107,12.9,1
109,,t,58,381,,,59,,Dilworth Elementary School,17:13.4,17:13.4,dilworth':1A 'elementari':2A 'school':3A,6200 Stanton Ave,,Pittsburgh,PA,111300,No_Match,,,42,3,,,15206,0101000020E61000008D28ED0DBEFA53C0957D5704FF3B4440,17:13.4,38:46.7,,t,40.4687,-79.9178,Highland Park,f,17,East Liberty,15206,https://www.facebook.com/pages/Dilworth-Elementary-School/184908151530784,,20.2,38646,0.67272029,1,,1,0,36250,17.2,1
214,,t,128,486,,,108,,Mt. Ararat Church,17:14.4,17:14.4,ararat':2A 'church':3A 'mt':1A,745 N. Negley Ave.,,Pittsburgh,PA,111300,Tie,,,42,3,,,15206,0101000020E6100000DD28B2D650FB53C0C5008926503C4440,17:14.4,55:55.3,,t,40.4712,-79.9268,East Liberty,f,80,Highland Park,15206,http://www.macac-inc.org/contact.html,,33.1,25024,1.19333944,1,,1,0,36250,17.2,1
388,,t,251,5122,,,,1.41E+10,Michael's Place,03:42.3,03:42.3,michael':1A 'place':3A,501 North Negley Ave,,Pittsburgh,PR,111400,Match,PA not PR,Exact,42,3,1001,,15206,0101000020E61000007755568968FB53C08462D0AEE73B4440,05:38.6,05:38.6,,t,40.468,-79.9283,Garfield,f,,Butler,15206,https://svdppitt.org/services/food-pantries/,,20.2,38646,1.10120667,1,,1,0,23259,40.6,1
2,East Liberty Office,t,2,274,,,0,,412 Food Rescue,17:12.3,17:12.3,412':1A 'food':2A 'rescu':3A,6022 Broad Street,,Pittsburgh,PA,111500,Match,,Exact,42,3,3017,,15206,0101000020E6100000707CEDDD1DFB53C0BAF6236F263B4440,17:12.3,11:53.4,,t,40.4621,-79.9237,East Liberty,t,,Allegheny County,15206,,,33.1,25024,1.19333944,1,,1,0,35605,31.6,1
92,East Liberty,t,44,364,,,49,,Carnegie Library,17:13.2,17:13.2,carnegi':1A 'librari':2A,130 S. Whitfield Street,,Pittsburgh,PA,111500,Match,,Exact,42,3,3022,,15206,0101000020E610000093A9825149FB53C0172B6A300D3B4440,17:13.2,38:37.3,,t,40.4613,-79.9264,East Liberty,f,,East Liberty,15206,https://www.carnegielibrary.org/,,33.1,25024,0.93564289,1,,1,0,35605,31.6,1
115,,t,64,387,,,60,,East End Co-operative Ministries,17:13.4,17:13.4,co':4A 'co-op':3A 'east':1A 'end':2A 'ministri':6A 'oper':5A,6140 Station St,,Pittsburgh,PA,111500,No_Match,,,42,3,,,15206,0101000020E61000003815A930B6FA53C024B4E55C8A3B4440,17:13.4,38:49.9,,t,40.4652,-79.9174,Station Street,f,100,Allegheny County,15206,https://pa211sw.communityos.org/zf/profile/service/id/798517,,20.2,38646,1.19333944,1,,1,0,35605,31.6,1
123,East Liberty,t,68,395,,,220,,FAME Academy,17:13.5,17:13.5,academi':2A 'fame':1A,"6031 Broad Street, Suite 200",,Pittsburgh,PA,111500,Match,,Exact,42,3,3013,,15206,0101000020E6100000DC2A11E016FB53C094E6C3BE253B4440,17:13.5,38:54.1,,t,40.4623,-79.9232,Broad Street,t,,East Liberty,15206,https://www.facebook.com/pg/PittsburghFAMEAcademy/about/?ref=page_internal,,20.2,38646,1.37323852,1,,1,0,35605,31.6,1
174,East Liberty,t,101,446,,,247,,Kelly Strayhorn Theater,17:14.0,17:14.0,kelli':1A 'strayhorn':2A 'theater':3A,5941 Penn Ave,,Pittsburgh,PA,111500,No_Match,,,42,3,,,15206,0101000020E6100000A9FB00A436FB53C0A56B26DF6C3B4440,17:14.0,39:20.7,,t,40.4643,-79.9252,East Liberty,f,,East Liberty,15206,https://kelly-strayhorn.org/artist/overview/,,33.1,25024,1.19333944,1,,1,0,35605,31.6,1
234,,t,146,506,,,119,,Pittsburgh AIDS Task Force,17:14.6,17:14.6,aid':2A 'forc':4A 'pittsburgh':1A 'task':3A,"5913 Penn Ave,",,Pittsburgh,PA,111500,No_Match,,,42,3,,,15206,0101000020E6100000A9FB00A436FB53C0A56B26DF6C3B4440,17:14.6,39:51.7,,t,40.4643,-79.9252,East Liberty,f,230,"Allegheny, Armstrong, Beaver, Butler, Cambria, Fayette, Greene, Indiana, Somerset, Washington, Westmoreland counties",15206,https://www.patf.org/about-us/,,33.1,25024,1.19333944,1,,1,0,35605,31.6,1
254,,t,160,526,,,124,,Repair the World,17:14.8,17:14.8,repair':1A 'world':3A,6022 Broad St,,Pittsburgh,PA,111500,Match,,Exact,42,3,3017,,15206,0101000020E6100000707CED9925FB53C049A297512C3B4440,17:14.8,40:01.3,,t,40.4623,-79.9242,East Liberty,f,,Pittsburgh,15206,https://werepair.org/our-local-work/our-cities/pittsburgh/,,33.1,25024,1.19333944,1,,1,0,35605,31.6,1
268,East Liberty,t,167,540,,,129,,Salvation Army,17:14.9,17:14.9,armi':2A 'salvat':1A,6017 Broad St,,Pittsburgh,PA,111500,Match,,Exact,42,3,3013,,15206,0101000020E61000009014916115FB53C025CCB4FD2B3B4440,17:14.9,40:08.5,,t,40.4623,-79.9232,East Liberty,f,,East Liberty,15206,https://wpa.salvationarmy.org/WesternPennsylvania/family-caring-center,The Salvation Army Family Caring Center,33.1,25024,1.19333944,1,,1,0,35605,31.6,1
284,,t,174,556,,,248,,Small Seeds,17:15.0,17:15.0,seed':2A 'small':1A,6033 Broad Street,,Pittsburgh,PA,111500,Match,,Exact,42,3,3013,,15206,0101000020E61000009014916115FB53C025CCB4FD2B3B4440,17:15.0,40:17.4,,t,40.4623,-79.9232,East Liberty,f,,East Liberty,15206,http://www.ssdipgh.org/ourorganization,,33.1,25024,1.19333944,1,,1,0,35605,31.6,1
419,Rachel Firestone,t,275,5523,1,,,1.42E+10,NonProfit Test,24:40.8,24:40.8,nonprofit':1A 'test':2A,6022 Broad Street,,Pittsburgh,PA,111500,Match,,Exact,42,3,3017,,15206,0101000020E610000038995D9C1DFB53C0DD448886203B4440,26:48.4,26:48.4,,t,40.4619,-79.9237,East Liberty,f,,,,,412 Food Rescue,33.1,25024,0.79877782,1,,1,0,35605,31.6,1
168,East Liberty,t,95,440,,,171,,JC Hairston,17:14.0,17:14.0,hairston':2A 'jc':1A,6556 Shetland Avenue,,Pittsburgh,PA,120400,Match,,Non_Exact,42,3,1026,,15206,0101000020E61000006AD95A5F24FA53C0E57E87A2403B4440,17:14.0,39:17.9,,t,40.4629,-79.9085,Larimer,f,,Larimer,15206,http://www.dhs.pa.gov/ending-hunger/gethelp/findafoodpantry/index.htm,,21.6,24546,1.19333944,1,,1,0,18333,46.4,1
61,Shelter & Clinic,t,18,333,,,39,,Animal Rescue League,17:12.9,17:12.9,anim':1A 'leagu':3A 'rescu':2A,6926 Hamilton Ave,,Pittsburgh,PA,120700,Match,,Exact,42,3,2020,,15206,0101000020E61000004F5DF92CCFF953C0350C1F11533A4440,17:12.9,38:21.1,,t,40.4557,-79.9033,Homewood West,f,,Homewood West,15208,,East End Animal Resource Center,36.8,15721,1.69517319,2,,1,0,45147,20.2,1
283,,t,173,555,,,210,,Silver Lake Commons,17:15.0,17:15.0,common':3A 'lake':2A 'silver':1A,6935 Frankstown Ave,,Pittsburgh,PA,120700,Match,,Exact,42,3,1006,,15208,0101000020E61000008481E7DEC3F953C0BB270F0BB53A4440,17:15.0,40:17.0,,t,40.4586,-79.9026,Homewood West,f,,Homewood West,15208,https://www.srcare.org/pittsburgh-pa-affordable-senior-living-housing,,36.8,15721,0.72611765,1,,1,0,45147,20.2,1
116,,t,65,388,,,259,,East Liberty Family Support Center,17:13.4,17:13.4,center':5A 'east':1A 'famili':3A 'liberti':2A 'support':4A,6435 Frankstown Ave,,Pittsburgh,PA,120800,Match,,Exact,42,3,2015,,15206,0101000020E61000001F2E39EE94FA53C0AC8BDB68003B4440,17:13.5,38:50.4,,t,40.4609,-79.9153,Larimer,f,,East Liberty,15206,http://www.elfhcc.com/,,21.6,24546,1.01005951,1,,1,0,25294,32.8,1
169,,t,96,441,,,326,,Jeremiah's Place,17:14.0,17:14.0,jeremiah':1A 'place':3A,6435 Frankstown Ave.,,Pittsburgh,PA,120800,Match,,Exact,42,3,2015,,15206,0101000020E61000001F2E39EE94FA53C0AC8BDB68003B4440,17:14.0,39:18.3,,t,40.4609,-79.9153,Larimer,f,,East Liberty,15206,http://jeremiahsplace.org/,,21.6,24546,1.19333944,1,,1,0,25294,32.8,1
176,,t,103,448,,,242,,Kingsley Association,17:14.0,17:14.0,associ':2A 'kingsley':1A,6435 Frankstown Ave,,Pittsburgh,PA,120800,Match,,Exact,42,3,2015,,15206,0101000020E61000001F2E39EE94FA53C0AC8BDB68003B4440,17:14.1,39:21.3,,t,40.4609,-79.9153,Larimer,f,,Larimer,15206,http://kingsleyassociation.org/about/,,21.6,24546,1.19333944,1,,1,0,25294,32.8,1
322,,t,210,594,,,148,,Veterans Place,17:15.4,17:15.4,place':2A 'veteran':1A,945 Washington Blvd,,Pittsburgh,PA,120800,Match,,Exact,42,3,2003,,15206,0101000020E6100000925CFE43FAF953C0EC4CA1F31A3B4440,17:15.4,40:38.3,,t,40.4618,-79.9059,Larimer,f,160,Pittsburgh,15206,http://www.veteransplaceusa.org/,,21.6,24546,1.19333944,1,,1,0,25294,32.8,1
398,,t,260,5258,,,,1.41E+10,East End Brewing Company,34:46.7,35:52.8,brew':3A 'compani':4A 'east':1A 'end':2A,147 Julius St,,Pittsburgh,PA,120800,Match,,Exact,42,3,2025,,15206,0101000020E61000009C2E30D05AFA53C0C3BAF1EEC83A4440,43:38.8,43:38.8,,t,40.4593,-79.9118,Larimer,f,,Larimer,15206,http://www.eastendbrewing.com/#locations,,21.6,24546,0.61441231,1,,1,0,25294,32.8,1
143,Family Investment Center,t,82,415,,,70,,HACP,17:13.7,17:13.7,hacp':1A,10 Albertice st,,Pittsburgh,PA,130100,No_Match,,,42,3,,,15211,0101000020E6100000342E1C08C9F853C0ED9E3C2CD43A4440,17:13.7,39:05.2,,t,40.4596,-79.8873,Mount Washington,f,,Mount Washington,15211,http://www.hacp.org/about,,20.2,47219,0.92315399,1,,1,0,23125,41.1,1
147,Homewood North,t,82,419,,,73,,HACP,17:13.7,17:13.7,hacp':1A,10 Albertice Street,,Pittsburgh,PA,130100,No_Match,,,42,3,,,15208,0101000020E6100000342EDC81BCF853C04FCF9748B73A4440,17:13.8,40:37.8,,t,40.4587,-79.8865,Homewood North,t,378,Homewood North,15206,http://www.hacp.org/about,,55.7,23062,1.00150396,1,,1,0,23125,41.1,1
71,,t,27,343,,,224,,Bennett Place,17:13.0,17:13.0,bennett':1A 'place':2A,7245 bennett street,,Pittsburgh,PA,130300,Match,,Exact,42,3,1003,,15208,0101000020E61000009ACE4E0647F953C08A3C49BA663A4440,17:13.0,38:26.5,,t,40.4563,-79.895,Homewood North,f,,Homewood North,15208,http://www.rhf.org/location/bennett-place/,,55.7,23062,0.72611765,1,,0,0,44464,41.3,1
157,Helen S Faison Arts Academy,t,84,429,,,172,,Helen S Faison Arts Academy,17:13.9,17:13.9,academi':5A 'art':4A 'faison':3A 'helen':1A,7430 Tioga Street,,Pittsburgh,PA,130300,Match,,Exact,42,3,2011,,15208,0101000020E6100000ECA353573EF953C04B766C04E2394440,17:13.9,39:11.9,,t,40.4522,-79.8944,Homewood South,f,,Homewood South,15208,https://www.facebook.com/pages/Helen-S-Faison-Arts-Academy/158121877555830,Food Bank,31.9,22007,0.72611765,1,,0,0,44464,41.3,1
160,,t,87,432,,,226,,Homewood Children's Village,17:13.9,17:13.9,children':2A 'homewood':1A 'villag':4A,801 N Homewood Avenue,,Pittsburgh,PA,130300,Tie,,,42,3,,,15208,0101000020E610000013F241CF66F953C0AD2F12DA723A4440,17:13.9,39:13.6,,t,40.4566,-79.8969,Homewood North,f,,Homewood,15208,http://hcvpgh.org/our-work/,,55.7,23062,0.72611765,1,,0,0,44464,41.3,1
161,Homewood Concerned Citizens Council,t,88,433,,,335,,Homewood Concerned Citizens Council,17:13.9,17:13.9,citizen':3A 'concern':2A 'council':4A 'homewood':1A,7045 Hamilton Ave,,Pittsburgh,PA,130300,Match,,Exact,42,3,3019,,15208,0101000020E6100000562B137EA9F953C09F8EC70C543A4440,17:13.9,39:14.1,,t,40.4557,-79.901,Pittsburgh,f,,Homewood,15208,https://www.homewoodcitizenscouncil.org/,,28.6,34655,0.72611765,1,,0,0,44464,41.3,1
349,Homewood,t,225,621,,,154,,YMCA,17:15.6,17:15.6,ymca':1A,7140 Bennett St,,Pittsburgh,PA,130300,Match,,Exact,42,3,3009,,15208,0101000020E6100000569A94826EF953C04AD235936F3A4440,17:15.6,40:53.7,,t,40.4565,-79.8974,Homewood South,f,200,Homewood,15208,http://www.ymcaofpittsburgh.org/homewood/,,31.9,22007,0.72611765,1,,0,0,44464,41.3,1
431,,t,282,5697,,,,,Oasis Project,01:30.6,01:30.6,oasi':1A 'project':2A,717 North Homewood Avenue,,Pittsburgh,PA,130300,Match,,Exact,42,3,3010,,15208,0101000020E6100000D052680F6AF953C0C77A0F3C633A4440,01:47.6,01:47.6,,t,40.4562,-79.8971,Homewood South,f,,Homewood,15208,https://remakelearning.org/organization/bible-centers-oasis-project/,,31.9,22007,0.72611765,1,,0,0,44464,41.3,1
72,,t,28,344,,,41,,Bethany Baptist Food Pantry,17:13.0,17:13.0,baptist':2A 'bethani':1A 'food':3A 'pantri':4A,7745 Tioga St,,Pittsburgh,PA,130400,Match,,Exact,42,3,2012,,15208,0101000020E610000084B00892D3F853C0994C2973B1394440,17:13.0,42:00.7,,t,40.4507,-79.8879,Homewood South,t,200,Homewood South,15208,http://www.bethanybaptist-pgh.org/,,31.9,22007,1.50402428,2,,0,0,26154,39.7,1
5,,t,4,277,,,318,,A Second Chance Inc,17:12.4,17:12.4,chanc':3A 'inc':4A 'second':2A,8350 Frankstown Ave,,Pittsburgh,PA,130600,Match,,Non_Exact,42,3,2014,,15221,0101000020E610000031CEDF8442F853C0D8D30E7F4D3A4440,17:12.4,37:50.8,,t,40.4555,-79.8791,East Hills,f,,Allegheny County,15221,,,41.5,23607,1.01005951,1,,1,0,25885,50.4,1
269,Homewood Food Pantry,t,167,541,,,130,,Salvation Army,17:14.9,17:14.9,armi':2A 'salvat':1A,8020 Frankstown Ave,,Pittsburgh,PA,130600,No_Match,,,42,3,,,15221,0101000020E6100000514EB4AB90F853C083C0CAA1453A4440,17:14.9,40:09.0,,t,40.4552,-79.8838,Homewood North,f,125,Wilkinsburg/East Hills side Penn Hills School District side,15223 15208 15221 15215 15235 15147,https://wpa.salvationarmy.org/WesternPennsylvania/homewood-brushton,,55.7,23062,1.356869,1,,1,0,25885,50.4,1
215,Squirrel Hill,t,129,487,,,109,,NCJW,17:14.4,17:14.4,ncjw':1A,1620 Murray Ave,,Pittsburgh,PA,140300,Match,,Exact,42,3,3006,,15217,0101000020E6100000E2067C7E18FB53C01500E31934384440,17:14.4,39:41.8,,t,40.4391,-79.9234,Squirrel Hill North,f,,Pittsburgh,15217,http://www.ncjwpgh.org/about-us/,,14.2,70597,0.7695376,1,,1,0,149125,8.9,1
405,Squirrel Hill,t,44,5446,2,,,1.41E+10,Carnegie Library,17:13.2,17:13.2,carnegi':1A 'librari':2A,5801 Forbes Ave,,Pittsburgh,PA,140300,Match,,Exact,42,3,3009,,15217,0101000020E61000005814C0DE0EFB53C0321B09D91E384440,36:36.6,36:36.6,,t,40.4384,-79.9228,Squirrel Hill North,f,,Squirrel Hill North,15217,https://www.carnegielibrary.org/,,14.2,70597,1.01005951,1,,1,0,149125,8.9,1
367,,t,238,4816,0,,,1.41E+10,Test Nonprofit,54:50.1,54:50.1,nonprofit':2A 'test':1A,537 Gettysburg St,,Pittsburgh,PA,140400,Match,,Exact,42,3,3010,,15206,0101000020E61000006C104130A2FA53C00A3197546D394440,55:42.0,55:42.0,,t,40.4487,-79.9161,Point Breeze,f,,Point Breeze,15206,,,20.2,38646,1.19333944,1,,1,0,149276,6.1,1
112,,t,61,384,,,278,,Driftwood Oven,17:13.4,17:13.4,driftwood':1A 'oven':2A,6901 Lynn Way,,Pittsburgh,PA,140500,Match,,Exact,42,3,2001,,15208,0101000020E610000059C0046EDDF953C003780B24283A4440,17:13.4,38:48.1,,t,40.4543,-79.9041,Point Breeze North,f,,Lawrenceville,15208,https://www.driftwoodoven.com/,,28.6,34655,1.00000002,1,,1,0,107972,14.4,1
210,Millie's Facility,t,124,482,,,274,,Millie's,17:14.4,17:14.4,milli':1A,6901 Lynn Way,,Pittsburgh,PA,140500,Match,,Exact,42,3,2001,,15208,0101000020E610000059C0046EDDF953C003780B24283A4440,17:14.4,39:39.2,,t,40.4543,-79.9041,Point Breeze North,f,,Point Breeze North,15208,,No specific information found on web,28.6,34655,0.72611765,1,,1,0,107972,14.4,1
278,,t,168,550,,,131,,Sankofa Village Garden,17:15.0,17:15.0,garden':3A 'sankofa':1A 'villag':2A,201 N Braddock Ave,,Pittsburgh,PA,140500,Tie,,,42,3,,,15208,0101000020E6100000E9BF9B123CF953C04167706667394440,17:15.0,40:14.0,,t,40.4481,-79.8946,Point Breeze North,t,24,Point Breeze North,15208,https://www.facebook.com/SankofaVillageOfTheArts/,,28.6,34655,0.72611765,1,,1,0,107972,14.4,1
371,,t,244,4936,,,,1.41E+10,Power,48:54.2,48:54.2,power':1A,7501 Penn Ave,,Pittsburgh,PA,140500,No_Match,,,42,3,,,15208,0101000020E610000098D18F5359F953C0AF002ED64E394440,50:25.3,36:17.2,,t,40.4477,-79.8961,Point Breeze North,t,,Point Breeze North,15208,http://www.power-recovery.com/about.html,,28.6,34655,0.72611765,1,,1,0,107972,14.4,1
54,,t,12,326,,,165,,Aleph Insitute,17:12.9,17:12.9,aleph':1A 'insitut':2A,5804 Beacon Street,,Pittsburgh,PA,140800,Match,,Exact,42,3,2009,,15217,0101000020E6100000772D211FF4FA53C06B9A779CA2374440,17:12.9,38:17.1,,t,40.4347,-79.9212,Squirrel Hill South,f,,Allegheny County,15217,http://www.alephne.org/templates/articlecco_cdo/aid/1314499/jewish/About-Aleph.htm,Jewish Community,14.2,70597,1.6888889,2,,1,0,109327,10.7,1
111,Regent Square,f,60,383,,,286,,Dreamspace-DO NOT DONATE,17:13.4,34:00.6,donat':5A 'dreamspac':2A 'dreamspace-do':1A,813 S. Braddock Ave,,Pittsburgh,PA,141000,No_Match,,,42,3,,,15221,0101000020E6100000745FCE6C57F953C022E3512AE1374440,17:13.4,33:17.5,,t,40.4366,-79.896,Regent Square,f,,Regent Square,15221,,,19.7,40275,0.72611765,1,,1,0,111845,6.6,1
151,Murray Towers,t,82,423,,,81,,HACP,17:13.7,17:13.7,hacp':1A,2825 Murray Ave,,Pittsburgh,PA,141400,Match,,Exact,42,3,5009,,15217,0101000020E6100000FE0E45813EFB53C06631B1F9B8364440,17:13.8,39:09.7,,t,40.4275,-79.9257,Squirrel Hill South,f,83,Squirrel Hill South,15217,http://www.hacp.org/about,,11.7,59376,0.91445,1,,1,0,118103,10.7,1
256,Squirrel Hill,t,162,528,,,125,,Riverview Towers,17:14.8,17:14.8,riverview':1A 'tower':2A,52 Garetta St,,Pittsburgh,PA,141400,Match,,Exact,42,3,4025,,15217,0101000020E61000005053CBD6FAFA53C00DAB7823F3344440,17:14.8,40:02.4,,t,40.4137,-79.9216,Squirrel Hill South,f,,Squirrel Hill South,15217,http://riverviewtowers.com/about-riverview-towers/,,14.2,70597,0.7695376,1,,1,0,118103,10.7,1
288,Squirrel Hill,t,177,560,,,156,,Squirrel Hill Food Pantry,17:15.1,17:15.1,food':3A 'hill':2A 'pantri':4A 'squirrel':1A,828 Hazelwood Ave,,Pittsburgh,PA,151700,Match,,Exact,42,3,1016,,15217,0101000020E6100000EAF6F5C762FB53C04A9689FCB0354440,17:15.1,40:19.7,,t,40.4198,-79.9314,Greenfield,t,,Squirrel Hill Greenfield,15217,https://www.jfcspgh.org/services/squirrel-hill-food-pantry/,,14.2,70597,0.7695376,1,,1,0,83702,11.6,1
158,,t,85,430,,,195,,Henry Kaufman,17:13.9,17:13.9,henri':1A 'kaufman':2A,2201 Salisbury St,,Pittsburgh,PA,160800,Match,,Exact,42,3,4016,,15210,0101000020E610000083FA96395DFE53C04BE5ED08A7354440,17:13.9,39:12.5,,t,40.4192,-79.9744,South Side Slopes,f,,South Side Slopes,15210,http://www.brashearassociation.org/,Brashear Association,24.7,36649,0.93564289,1,,1,0,36481,23.3,1
150,Morse Gardens,t,82,422,,,68,,HACP,17:13.7,17:13.7,hacp':1A,2416 Sarah St,,Pittsburgh,PA,160900,Match,,Exact,42,3,2021,,15203,0101000020E6100000CA15DEE522FE53C0CA54C1A8A4364440,17:13.8,39:08.9,,t,40.4269,-79.9709,South Side Flats,f,87.5,South Side Flats,15203,http://www.hacp.org/about,,20.5,44215,0.852134,1,,0,0,91406,25.2,1
164,,t,91,436,,,87,,Hot Metal Bridge Community,17:13.9,17:13.9,bridg':3A 'communiti':4A 'hot':1A 'metal':2A,2700 Jane St,,Pittsburgh,PA,160900,Match,,Exact,42,3,2051,,15203,0101000020E610000052B81E85EBFD53C06E8B321B64364440,17:13.9,39:15.6,,t,40.4249,-79.9675,South Side Flats,f,,"South Side, Pittsburgh",15203,http://www.hotmetalbridge.com/what-we-do,,22.8,50893,0.17185652,0,,0,0,91406,25.2,1
320,South Side,t,209,592,,,147,,Veteran's Leadership Program,17:15.4,17:15.4,leadership':3A 'program':4A 'veteran':1A,2417 East Carson St,,pittsburgh,PA,160900,Match,,Exact,42,3,1021,,15203,0101000020E6100000F5F3A62215FE53C0B43C0FEECE364440,17:15.4,40:37.4,,t,40.4282,-79.97,South Side Flats,f,,Allegheny Armstrong Beaver Bedford Blair Butler Cambria Centre Clearfield Fayette Fulton Greene Hungtindon Indiana Lawrence Somerset Washington Westmoreland County,15201,http://www.vlpwpa.org/about/,,13.4,51201,0.61441231,1,,0,0,91406,25.2,1
79,,t,35,351,,,47,,Brashear Association,17:13.1,17:13.1,associ':2A 'brashear':1A,2005 Sarah St,,Pittsburgh,PA,170200,Match,,Exact,42,3,4007,,15203,0101000020E610000038A1100187FE53C0664E97C5C4364440,17:13.1,38:30.4,,t,40.4279,-79.977,South Side Flats,f,480,South Side,15203,http://www.brashearassociation.org/contact-us,Birmingham Foundation,22.8,50893,0.93564289,1,,0,0,55685,26.3,1
